OBJECTID,globalid,nhfr_uid,nhfr_facility_code,country,iso,state,lga,lga_name_disagreement,ward,ward_name_disagreement,facility_name,facility_name_source,ownership,ownership_type,facility_level,facility_level_option,latitude,longitude,geocoordinates_source,last_updated,x,y
17422,6d186f18-a063-4d52-8bd3-6e72d2373589,85962725.0,19/35/1/1/1/0003,Nigeria,NGA,Kano,Shanono,0,Leni,0,Bakwami Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.0334750884,8.11393904324,GRID3_EHEALTH,2024-11-11,8.11393904300007,12.033475088
17423,855f3062-b8d0-4a0c-8545-4f39c29fdd63,13263731.0,19/20/1/1/1/0022,Nigeria,NGA,Kano,Kabo,0,Garo,0,Sari Girin Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.9685455273,8.11655191302,GRID3_EHEALTH,2024-11-11,8.11655191300002,11.9685455270001
17424,b86ebd10-a292-4d4d-90a4-fc74b3552c44,79694689.0,19/03/1/1/1/0003,Nigeria,NGA,Kano,Bagwai,0,Wuro-Bagga,0,Badau Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.19337211,8.13257898591,GRID3_EHEALTH,2024-11-11,8.13257898600006,12.19337211
17425,656038a5-b2be-40e6-a766-43e0400868fc,55672026.0,19/05/1/1/1/0011,Nigeria,NGA,Kano,Bichi,0,Bichi,0,Dutsen Karya Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.2111050001,8.13306800024,GRID3_EHEALTH,2024-11-11,8.13306800000004,12.211105
17426,7079e1ed-f604-43ea-a887-f8244b3ec781,50009234.0,19/03/1/1/1/0029,Nigeria,NGA,Kano,Bagwai,0,Romo,0,Yar Tofa (Bagwai) Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.0784557859,8.13623401439,GRID3_EHEALTH,2024-11-11,8.13623401400002,12.0784557860001
17427,d2959613-93be-449b-a1cd-e7fe52989fd9,84623588.0,19/24/1/1/1/0020,Nigeria,NGA,Kano,Kiru,0,Dangora,0,Kyarana Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.5799610002,8.14509200041,GRID3_EHEALTH,2024-11-11,8.14509200000003,11.579961
17428,d07a3ae7-628d-48f1-8ae9-7018710fa6ce,33544932.0,19/20/1/1/1/0016,Nigeria,NGA,Kano,Kabo,0,Garo,0,Kanye Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.9599560004,8.14678899956,GRID3_EHEALTH,2024-11-11,8.14678900000007,11.959956
17429,9e84976a-356f-4f0e-8d12-d7a66e3ac51c,33768529.0,19/05/1/1/1/0030,Nigeria,NGA,Kano,Bichi,0,Danzabuwa,0,Malikawar Sarari Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.3805230002,8.14754900008,GRID3_EHEALTH,2024-11-11,8.14754900000003,12.380523
17430,718036b1-4859-4052-b745-38f2870a1d55,63637510.0,19/20/1/1/1/0002,Nigeria,NGA,Kano,Kabo,0,Kanwa Kabo,0,Baskore Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.8426999998,8.1478790003,GRID3_EHEALTH,2024-11-11,8.14787900000005,11.8427
17431,4897c1a4-688e-4fd6-b67c-75f156e0c184,41880160.0,19/05/1/1/1/0042,Nigeria,NGA,Kano,Bichi,0,Kyalli,0,Tsidau Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.3004437668,8.1491977392,GRID3_EHEALTH,2024-11-11,8.14919773900004,12.300443767
17432,9eeb2606-e7ec-426c-90f3-e288f0cfb42b,46759875.0,19/05/1/1/1/0029,Nigeria,NGA,Kano,Bichi,0,Danzabuwa,0,Malikawar Garu Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,12.3982943913,8.15274350761,GRID3_EHEALTH,2024-11-11,8.15274350800007,12.398294391
17433,43a162f1-5224-46d0-b52f-773aa743eca2,49547196.0,19/20/1/1/1/0018,Nigeria,NGA,Kano,Kabo,0,Kanwa Kabo,0,Magami Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.7965410004,8.15360500019,GRID3_EHEALTH,2024-11-11,8.15360500000003,11.796541
17434,ad78ab6a-d2a9-4176-a75e-2729db7cd944,40507977.0,19/20/1/1/1/0029,Nigeria,NGA,Kano,Kabo,0,Kabo,0,Kauyen Mahauta Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.8662879998,8.15392500041,GRID3_EHEALTH,2024-11-11,8.15392500000007,11.8662880000001
17435,a0cb48de-390e-486d-b693-cdc92d197c9f,61064046.0,19/03/1/1/1/0012,Nigeria,NGA,Kano,Bagwai,0,Romo,0,Jarumawa Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.1078339999,8.15516000025,GRID3_EHEALTH,2024-11-11,8.15516000000002,12.107834
17436,7dc7a681-b64c-4133-9877-f778a2510496,36927937.0,19/05/1/1/1/0049,Nigeria,NGA,Kano,Bichi,0,Kyalli,0,Yan Gwarzo Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.2744277071,8.15585624572,GRID3_EHEALTH,2024-11-11,8.15585624600004,12.274427707
17437,f28ebc43-9b0f-499c-92de-ce38f4864d3b,74880795.0,19/20/1/1/1/0004,Nigeria,NGA,Kano,Kabo,0,Gammo,0,Dan Maliki Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.8802620203,8.16310142965,GRID3_EHEALTH,2024-11-11,8.16310143000004,11.88026202
17438,150af769-3144-409f-bff9-2dcc03a6ef3b,29526446.0,19/24/1/1/1/0011,Nigeria,NGA,Kano,Kiru,0,Kogo,0,Daurawa Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.6555649996,8.16412100034,GRID3_EHEALTH,2024-11-11,8.16412100000002,11.655565
17439,ea655d77-4445-48cc-9289-d45e088b7827,56419292.0,19/24/1/1/1/0002,Nigeria,NGA,Kano,Kiru,0,Kiru,0,Alhazawa Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.7093790002,8.16728000048,GRID3_EHEALTH,2024-11-11,8.16728000000006,11.7093790000001
17440,603950b1-b788-413e-ab34-7f650e5a4cc9,27303909.0,19/03/1/1/1/0014,Nigeria,NGA,Kano,Bagwai,0,Dangada,0,Kafin Maiko Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.038782,8.16743599959,GRID3_EHEALTH,2024-11-11,8.16743600000007,12.038782
17441,887a61f8-833e-44c2-8d2c-1e85fe1859b5,49359835.0,19/05/1/1/1/0018,Nigeria,NGA,Kano,Bichi,0,Kyalli,0,Hagawa Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.2555260003,8.16904899969,GRID3_EHEALTH,2024-11-11,8.16904900000003,12.255526
17442,403d5c9c-8340-4d7d-9b80-58a500a2c7c5,15295251.0,19/03/1/1/1/0021,Nigeria,NGA,Kano,Bagwai,0,Romo,0,Romo Primary Health Center,NHFR_2024,Public,Local Government,Primary,Primary Health Center,12.0733456915,8.17043201263,GRID3_EHEALTH,2024-11-11,8.17043201300004,12.073345691
17443,5b63c9cc-5ead-4a82-ab3a-8865303f1d13,31937292.0,19/03/1/1/1/0006,Nigeria,NGA,Kano,Bagwai,0,Bagwai,0,Daddauda Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.1951590002,8.17306300041,GRID3_EHEALTH,2024-11-11,8.17306300000007,12.195159
17444,c70abaa1-913d-4f77-91c4-ac5c843f7c12,74065176.0,19/24/1/1/1/0021,Nigeria,NGA,Kano,Kiru,0,Dangora,0,Makatuwo Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.5617629999,8.17398200004,GRID3_EHEALTH,2024-11-11,8.17398200000002,11.561763
17445,966d0589-a90f-49ca-baee-3b64d3666c05,82397384.0,19/05/1/1/1/0021,Nigeria,NGA,Kano,Bichi,0,Bichi,0,Karari Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.2428439996,8.17446000036,GRID3_EHEALTH,2024-11-11,8.17446000000007,12.242844
17446,1ed28c90-4ced-4b42-a52b-2517e8b5d601,37334669.0,19/34/1/1/1/0009,Nigeria,NGA,Kano,Rimin Gado,0,Doka-Dawa,0,Indabo Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.9634356418,8.17958312984,GRID3_EHEALTH,2024-11-11,8.17958313000003,11.963435642
17447,61f0374f-0588-4913-9d37-488f668115b1,60560340.0,19/05/1/1/1/0040,Nigeria,NGA,Kano,Bichi,0,Muntsira,0,Tsaraka Aawa Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.2148989997,8.18183200037,GRID3_EHEALTH,2024-11-11,8.18183200000004,12.2148990000001
17448,f4f877a5-5f59-4775-9efe-45c8810ed8dc,65287362.0,19/24/1/1/1/0028,Nigeria,NGA,Kano,Kiru,0,Yalwa Kiru,0,Yalwa (Kku) Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.4865129997,8.18661299962,GRID3_EHEALTH,2024-11-11,8.18661300000002,11.4865130000001
17449,6c6618d4-54e0-40e2-94a4-a0bb7bbe635f,45323376.0,19/05/1/1/1/0037,Nigeria,NGA,Kano,Bichi,0,Muntsira,0,Sani A Awa Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.1898046566,8.19131165181,GRID3_EHEALTH,2024-11-11,8.19131165200002,12.189804657
17450,cd2a3960-3753-4c14-854e-64566119d3cb,28206426.0,19/26/1/1/1/0002,Nigeria,NGA,Kano,Kunchi,0,Bumai,0,Bumai Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.5134213985,8.19155366598,GRID3_EHEALTH,2024-11-11,8.19155366600006,12.513421398
17451,db147a24-0c24-499c-817e-df7ec25722fa,21508619.0,19/20/1/1/1/0019,Nigeria,NGA,Kano,Kabo,0,Kabo,0,Mallam Gajere Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.8602989997,8.19212700037,GRID3_EHEALTH,2024-11-11,8.19212700000003,11.8602990000001
17452,2e3f22f2-cb5a-4c47-825d-f641438cbdb6,81617251.0,19/34/1/1/1/0012,Nigeria,NGA,Kano,Rimin Gado,0,Doka-Dawa,0,Kazardawa Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.9672986434,8.19536512957,GRID3_EHEALTH,2024-11-11,8.19536513000003,11.967298643
17453,61b01f97-ebc1-40b6-ac15-d0646817d6b5,71748619.0,19/03/1/1/1/0019,Nigeria,NGA,Kano,Bagwai,0,Kwajale,0,Rimin Bai (Bgw) Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.0631652436,8.19722257883,GRID3_EHEALTH,2024-11-11,8.19722257900003,12.0631652440001
17454,c55365fd-5de9-475d-8afd-035ad8b636cd,13046635.0,19/24/1/1/1/0015,Nigeria,NGA,Kano,Kiru,0,Kiru,0,Gazan Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.7108632512,8.19741445696,GRID3_EHEALTH,2024-11-11,8.19741445700004,11.710863251
17455,de975229-f584-49af-9135-4d37c390d503,50171821.0,19/05/1/1/1/0034,Nigeria,NGA,Kano,Bichi,0,Kau Kau,0,Rimayen Rake Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.2665775198,8.20114372549,GRID3_EHEALTH,2024-11-11,8.20114372500007,12.2665775200001
17456,4f183c46-00d8-41ef-8e11-0ea3674138a1,47590524.0,19/03/1/1/1/0015,Nigeria,NGA,Kano,Bagwai,0,Dangada,0,Kariya Maikanbu Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.043268,8.20154099976,GRID3_EHEALTH,2024-11-11,8.20154100000008,12.0432680000001
17457,4c3d9d9b-33fe-41ec-813a-fd4cda6ab032,67906762.0,19/03/1/1/1/0016,Nigeria,NGA,Kano,Bagwai,0,Kiyawa,0,Kauyen Adam Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.1305300003,8.20202300009,GRID3_EHEALTH,2024-11-11,8.20202300000005,12.13053
17458,5241fd44-24c5-4b3e-a183-0f4898cbbc01,75337647.0,19/04/1/1/1/0011,Nigeria,NGA,Kano,Bebeji,0,Gwarmai (Bebeji),0,Hayin Gwarmai Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.4599039997,8.20353700012,GRID3_EHEALTH,2024-11-11,8.20353700000004,11.4599040000001
17459,99d4d3eb-f76f-421a-ab2d-70865f8ed122,38002912.0,19/24/1/1/1/0030,Nigeria,NGA,Kano,Kiru,0,Zuwo,0,Zuwo Health Clinic,NHFR_2024,Public,Local Government,Primary,Health Post,11.7501019998,8.20520400025,GRID3_EHEALTH,2024-11-11,8.20520400000004,11.750102
17460,22946535-abf5-428e-b26b-fbf3279e2e8e,31341909.0,19/26/1/1/1/0013,Nigeria,NGA,Kano,Kunchi,0,Bumai,0,Jangefe Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.4469950003,8.20529400031,GRID3_EHEALTH,2024-11-11,8.20529400000004,12.4469950000001
17461,bd48bcd0-9f76-4658-8f6c-0bf5faeb9b56,49467912.0,19/10/1/1/1/0025,Nigeria,NGA,Kano,Dawakin Tofa,0,Marke,0,Joben Marke Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.1574302346,8.2086587086,GRID3_EHEALTH,2024-11-11,8.20865870900008,12.157430235
17462,e947b141-2eed-4717-a37d-de736708067d,22735959.0,19/20/1/1/1/0023,Nigeria,NGA,Kano,Kabo,0,Durun,0,Shadau Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.8746103484,8.21026483969,GRID3_EHEALTH,2024-11-11,8.21026484000004,11.874610348
17463,db4b3227-5f27-4b00-8c45-a17b0cbe46b8,66306071.0,19/03/1/1/1/0004,Nigeria,NGA,Kano,Bagwai,0,Rimin Dako,0,Badodo Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.0893336203,8.21404689826,GRID3_EHEALTH,2024-11-11,8.21404689800005,12.08933362
17464,7e3055d8-e14c-4700-99f0-3bb2e29f0ce9,71524218.0,19/20/1/1/1/0008,Nigeria,NGA,Kano,Kabo,0,Durun,0,Gabasawa Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.8950270003,8.21442999952,GRID3_EHEALTH,2024-11-11,8.21442999900006,11.895027
17465,71a4f687-9843-4782-bd35-44db874516b1,65711360.0,19/05/1/1/1/0053,Nigeria,NGA,Kano,Bichi,0,Bichi,0,Bichi Community Clinic,NHFR_2024,Public,Local Government,Primary,Unknown,12.2252739997,8.21545400022,GRID3_EHEALTH,2024-11-11,8.21545400000002,12.2252740000001
17466,536ce4f8-c306-4ea7-8825-7dba3de9487f,51545077.0,19/05/1/1/1/0008,Nigeria,NGA,Kano,Bichi,0,Kau Kau,0,Damisa Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.3089265095,8.21645139089,GRID3_EHEALTH,2024-11-11,8.21645139100002,12.3089265090001
17467,bbfc6ce7-5dfc-4d61-961f-28c9ac3e01d8,61388660.0,19/03/1/1/1/0018,Nigeria,NGA,Kano,Bagwai,0,Kwajale,0,Kwajale Primary Health Center,NHFR_2024,Public,Local Government,Primary,Health Post,12.0350100004,8.22150500033,GRID3_EHEALTH,2024-11-11,8.22150500000004,12.0350100000001
17468,9abfc368-3758-42d4-a2d2-4dd3808c702d,50870179.0,19/26/1/1/1/0008,Nigeria,NGA,Kano,Kunchi,0,Shuwaki (Knc),0,Galadimawa (Knc) Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.4892630001,8.22151600034,GRID3_EHEALTH,2024-11-11,8.22151600000007,12.4892630000001
17469,3ea4320a-1248-4423-978f-f3a0ca2eb9b8,73276989.0,19/26/1/1/1/0004,Nigeria,NGA,Kano,Kunchi,0,Bumai,0,Danjaka Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.4076029996,8.22230799987,GRID3_EHEALTH,2024-11-11,8.22230800000006,12.4076030000001
17470,79cf9cc2-df23-45a6-9031-f1f844df5a44,49183535.0,19/26/1/1/1/0012,Nigeria,NGA,Kano,Kunchi,0,Shuwaki (Knc),0,Hugungumai Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.4358879998,8.22237299992,GRID3_EHEALTH,2024-11-11,8.22237300000006,12.435888
17471,7f734ce5-c2d9-4e1e-895d-e0b33ca9c040,19645396.0,19/04/1/1/1/0005,Nigeria,NGA,Kano,Bebeji,0,Durmawa,0,Danbubu Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.5908959997,8.22535099994,GRID3_EHEALTH,2024-11-11,8.22535100000005,11.590896
17472,a8836820-b73e-47c5-81cc-7bdba4304fec,28808022.0,19/34/1/1/1/0003,Nigeria,NGA,Kano,Rimin Gado,0,Butu-Butu,0,Dan Isa Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.9393486384,8.2263161296,GRID3_EHEALTH,2024-11-11,8.22631613000004,11.9393486380001
17473,e20a8f76-7566-422d-a323-695a03696379,29852011.0,19/26/1/1/1/0007,Nigeria,NGA,Kano,Kunchi,0,Matan Fada,0,Gadaba Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.5299509997,8.22636899963,GRID3_EHEALTH,2024-11-11,8.22636900000003,12.529951
17474,5cce32cf-b294-4545-9b80-1dbefcee3292,83810377.0,19/34/1/1/1/0020,Nigeria,NGA,Kano,Rimin Gado,0,Zango (Rmg),0,Yango Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.9960287479,8.22816483985,GRID3_EHEALTH,2024-11-11,8.22816484000003,11.9960287480001
17475,b07b3c08-c99b-439f-83df-577e96592937,86501279.0,19/20/1/1/1/0025,Nigeria,NGA,Kano,Kabo,0,Dugabau,0,Unguwarturaki Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.8202929995,8.23091999972,GRID3_EHEALTH,2024-11-11,8.23092000000003,11.8202929990001
17476,df40ace6-415a-403c-8e2d-7b24d9ee7dd8,76588404.0,19/34/1/1/1/0006,Nigeria,NGA,Kano,Rimin Gado,0,Dugurawa,0,Dugurawa Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.0110356501,8.23118912991,GRID3_EHEALTH,2024-11-11,8.23118913000008,12.0110356500001
17477,db745496-1ae3-4745-b7f8-555908c962c9,80046839.0,19/20/1/1/1/0013,Nigeria,NGA,Kano,Kabo,0,Hawaden Galadima,0,Hauwaden Galadima Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.8657720004,8.23555099987,GRID3_EHEALTH,2024-11-11,8.23555100000004,11.865772
17478,94e97f9d-db67-48b0-a33b-d17dbaf043f4,85930315.0,19/05/1/1/1/0019,Nigeria,NGA,Kano,Bichi,0,Muntsira,0,Iyawa Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.1767489997,8.23614500027,GRID3_EHEALTH,2024-11-11,8.23614500000002,12.176749
17479,b44dd5f0-f75d-466e-a64f-e8296984b9ef,58405341.0,19/24/1/1/1/0013,Nigeria,NGA,Kano,Kiru,0,Badafi,0,Gajale (Kku) Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.4342970433,8.23701749087,GRID3_EHEALTH,2024-11-11,8.23701749100007,11.4342970430001
17480,85359c0e-876b-4efe-9378-455762e70ed6,65587434.0,19/26/1/1/1/0016,Nigeria,NGA,Kano,Kunchi,0,Yan Dadi,0,Karofawa Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.486149,8.23818699966,GRID3_EHEALTH,2024-11-11,8.23818700000004,12.4861490000001
17481,58239334-75c7-4531-a031-4f94791fb4d7,42601686.0,19/04/1/1/1/0012,Nigeria,NGA,Kano,Bebeji,0,Bebeji,0,Jibga (Bebeji) Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.7083690045,8.23914318931,GRID3_EHEALTH,2024-11-11,8.23914318900006,11.7083690040001
17482,7530ba55-91bc-42ca-bfd1-0c73a75247ff,67161642.0,19/20/1/1/1/0020,Nigeria,NGA,Kano,Kabo,0,Masamawa,0,Masanawa Health Clinic,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,11.8468989996,8.24254599962,GRID3_EHEALTH,2024-11-11,8.24254600000006,11.8468990000001
17483,6b114c6c-113b-4bbb-9775-b3a0f35159f3,85513152.0,19/03/1/1/1/0026,Nigeria,NGA,Kano,Bagwai,0,Kwajale,0,Tuga Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.0671504583,8.24323468109,GRID3_EHEALTH,2024-11-11,8.24323468100005,12.0671504580001
17484,f26bcfa8-3e32-414f-8e86-0e3faa7520f2,67218043.0,19/26/1/1/1/0022,Nigeria,NGA,Kano,Kunchi,0,Matan Fada,0,Matan Fada Health Post,NHFR_2024,Public,Local Government,Primary,Primary Health Clinic,12.5775767401,8.24371213042,GRID3_EHEALTH,2024-11-11,8.24371213000006,12.57757674
17485,c3f7e3e3-2065-4616-be00-59840e656770,41243845.0,19/26/1/1/1/0005,Nigeria,NGA,Kano,Kunchi,0,Shuwaki (Knc),0,Dumbule Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.5056930002,8.24533399952,GRID3_EHEALTH,2024-11-11,8.24533400000007,12.5056930000001
17486,28c62b6a-094a-42ca-bfd5-bd8e8d1da764,27151992.0,19/05/1/1/1/0010,Nigeria,NGA,Kano,Bichi,0,Waire,0,Dutsen Dorawa Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.312497,8.24949000034,GRID3_EHEALTH,2024-11-11,8.24949000000004,12.3124970000001
17487,e2497145-1f8b-47f6-837b-9bf2a14b3eff,46517097.0,19/24/1/1/1/0005,Nigeria,NGA,Kano,Kiru,0,Badafi,0,Bargi Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.3538761376,8.24974462252,GRID3_EHEALTH,2024-11-11,8.24974462200004,11.353876138
17488,a611038d-3c80-43f9-9e2e-0535649122c5,56500158.0,19/03/1/1/1/0027,Nigeria,NGA,Kano,Bagwai,0,Kwajale,0,Unguwar Kwari Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.0428209997,8.25011499977,GRID3_EHEALTH,2024-11-11,8.25011500000005,12.0428210000001
17489,e883a469-660a-4c4e-bb06-47ed30675b46,74975680.0,19/05/1/1/1/0046,Nigeria,NGA,Kano,Bichi,0,Kau Kau,0,Yan Dutse Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.2598380002,8.25491600003,GRID3_EHEALTH,2024-11-11,8.25491600000004,12.2598380000001
17490,0cbc226d-face-4978-985a-23e0f941bcd5,19362866.0,19/26/1/1/1/0001,Nigeria,NGA,Kano,Kunchi,0,Shamakawa,0,Baje Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.3653769999,8.25740699972,GRID3_EHEALTH,2024-11-11,8.25740700000006,12.365377
17491,0a92d0b2-feaf-4e42-8eee-20d5ddab5b23,49384898.0,19/39/1/1/1/0006,Nigeria,NGA,Kano,Tofa,0,Ginsawa,0,Ginsawa Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.0289104613,8.25888879873,GRID3_EHEALTH,2024-11-11,8.25888879900003,12.0289104610001
17492,fdaa6eb6-a290-4b18-9433-4a1045f5c379,56575644.0,19/04/1/1/2/0025,Nigeria,NGA,Kano,Bebeji,0,Bebeji,0,Bebeji Alfujir Nursing and Maternity,NHFR_2024,Private,For Profit,Primary,Primary Health Clinic,11.6720339998,8.26173799966,GRID3_EHEALTH,2024-11-11,8.26173800000004,11.6720340000001
17493,ead44f9b-86e9-48e7-85be-658a44600e64,75345775.0,19/28/1/1/1/0008,Nigeria,NGA,Kano,Madobi,0,Madobi,0,Gara Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,11.7852960598,8.26418181132,GRID3_EHEALTH,2024-11-11,8.26418181100007,11.7852960600001
17494,dbe71c0c-53cc-4acd-8e51-196251e9e6b1,60633254.0,19/39/1/1/1/0003,Nigeria,NGA,Kano,Tofa,0,Dindire,0,Dindere Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.0906788152,8.26457247659,GRID3_EHEALTH,2024-11-11,8.26457247700006,12.090678815
17495,d8ac0e64-1944-4c0d-80d1-518f72bf2166,16018216.0,19/28/1/1/1/0020,Nigeria,NGA,Kano,Madobi,0,Yakun,0,Yakun Health Clinic,NHFR_2024,Public,Local Government,Primary,Health Post,11.7403060002,8.26466399965,GRID3_EHEALTH,2024-11-11,8.26466400000004,11.740306
17496,9769f4ee-1516-43ef-8532-83118fbfd6f6,64264235.0,19/05/1/1/1/0036,Nigeria,NGA,Kano,Bichi,0,Badume,0,Sanakur Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.1655809371,8.26489982581,GRID3_EHEALTH,2024-11-11,8.26489982600003,12.1655809370001
17497,83314311-e30d-4397-9e70-7b39fee8fcaa,87362240.0,19/26/1/1/1/0018,Nigeria,NGA,Kano,Kunchi,0,Matan Fada,0,Kaya Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.5503719996,8.2676799997,GRID3_EHEALTH,2024-11-11,8.26768000000004,12.550372
17498,28eb9274-057b-44a6-bead-1356af8f5689,15393203.0,19/26/1/1/1/0033,Nigeria,NGA,Kano,Kunchi,0,Yan Dadi,0,Yan Kifi Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.4736130004,8.26980700015,GRID3_EHEALTH,2024-11-11,8.26980700000007,12.4736130000001
17499,ce15fc99-1c18-423d-9f75-40d5213409af,70842599.0,19/26/1/1/1/0006,Nigeria,NGA,Kano,Kunchi,0,Matan Fada,0,Falle Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.5839080004,8.27161100037,GRID3_EHEALTH,2024-11-11,8.27161100000006,12.5839080000001
17500,410d4bc4-c455-4466-9438-e07a2a5c7630,75278957.0,19/05/1/1/1/0028,Nigeria,NGA,Kano,Bichi,0,Muntsira,0,Madine Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.19777,8.27359999972,GRID3_EHEALTH,2024-11-11,8.27360000000004,12.19777
17501,01d70a08-1343-48d7-9654-fca56949a61b,13664728.0,19/05/1/1/1/0020,Nigeria,NGA,Kano,Bichi,0,Waire,0,Jinjimawa Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.3310099995,8.27378399985,GRID3_EHEALTH,2024-11-11,8.27378400000003,12.3310099990001
17502,85261896-20db-40f1-b503-322db5221bb0,62274943.0,19/05/1/1/1/0035,Nigeria,NGA,Kano,Bichi,0,Badume,0,Sabo Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.2123220179,8.27675086986,GRID3_EHEALTH,2024-11-11,8.27675087000006,12.2123220180001
17503,33d7b87b-c659-4f36-8c04-d261fa0d46c8,83733656.0,19/26/1/1/1/0021,Nigeria,NGA,Kano,Kunchi,0,Yan Dadi,0,Magawata Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.4235380004,8.27689499996,GRID3_EHEALTH,2024-11-11,8.27689500000002,12.4235380000001
17504,a9408020-a274-4f85-804d-e95fecab5b78,70844604.0,19/28/1/1/1/0004,Nigeria,NGA,Kano,Madobi,0,Chinkoso,0,Chinkoso Health Clinic,NHFR_2024,Public,Local Government,Primary,Health Post,11.8073699998,8.2782719999,GRID3_EHEALTH,2024-11-11,8.27827200000007,11.80737
17505,1c92d639-d71a-42a8-8cc8-3624981d9319,66876969.0,19/34/1/1/1/0025,Nigeria,NGA,Kano,Rimin Gado,0,Jili,0,Jili Health Post,NHFR_2024,Public,Unknown,Primary,Health Post,11.8992186322,8.27847613004,GRID3_EHEALTH,2024-11-11,8.27847613000006,11.899218632
17506,0536a6b0-5b04-4d86-bfb2-9fa79ea4a461,32096230.0,19/34/1/1/1/0022,Nigeria,NGA,Kano,Rimin Gado,0,Zango (Rmg),0,Zango 2 Health Post,NHFR_2024,Public,Local Government,Primary,Health Post,12.0204976506,8.27874313022,GRID3_EHEALTH,2024-11-11,8.27874313000007,12.020497651
